,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
133,2020-07-15 14:00:00,222.0,5683.0,9153.0,8835.0,459.0,347.0,1228.0,536.0,1552.0,219.0,2635.0,28.0,1325.0,2922.0,208.0,15986.0,20099.0,299.0,105.0,730.0,207.0,739.0,1160.0,339.0,2.0,1.4285714285714286,2.936598831233665,2.0975705937383333,64.0,48.857142857142854,10.879524564776519,8.305351341860646,163.0,101.42857142857143,19.07470144581556,11.869446123163057,146.0,109.14285714285714,24.927096778599577,18.634346319814163,1.0,4.857142857142857,1.07778364571096,5.234949136310377,2.0,3.142857142857143,6.0072687952422426,9.439993821094953,4.0,5.714285714285714,2.3135964278071155,3.3051377540101647,5.0,3.4285714285714284,4.820438659918053,3.305443652515236,18.0,11.285714285714286,10.803219359369093,6.77344705865205,2.0,2.857142857142857,6.14798192493314,8.782831321333058,16.0,11.714285714285714,5.888479557775185,4.311208247656832,1.0,1.7142857142857142,3.471498993265292,5.951141131311929,14.0,16.571428571428573,5.36554705584768,6.351055698758478,31.0,28.428571428571427,9.32844242094145,8.554654570356446,3.0,0.5714285714285714,15.62662777372643,2.976500528328848,103.0,83.71428571428571,9.698124683987078,8.554654570356446,143.0,116.28571428571429,14.784930950236818,12.02291088261016,3.0,5.571428571428571,6.015158198660624,11.171008083226875,9.0,9.142857142857142,7.910210323703384,8.035769217730422,2.0,1.7142857142857142,8.123476848090982,6.962980155506557,10.0,6.571428571428571,26.648190587859084,17.511668100593113,2.0,6.428571428571429,1.2927830386865324,4.1553740529209975,4.0,8.285714285714286,3.861451133335908,7.998720204767237,8.0,4.714285714285714,15.249714067861229,8.986438647132509,989.0,2116.0,29146.0,38720.0,4045.0,42870.0,5.0,9.571428571428571,1.9871471323479732,3.8039673676375494,21.0,17.857142857142858,7.393845503837758,6.287283591698773,422.0,310.14285714285717,16.707518264445174,12.278951304031981,262.0,211.71428571428572,11.386457677362548,9.201052496102125,46.0,44.285714285714285,8.425340493651689,8.111352649167774,502.0,375.2857142857143,16.17054448349284,12.088793499754036
134,2020-07-16 14:00:00,224.0,5735.0,9261.0,8998.0,467.0,350.0,1235.0,538.0,1567.0,231.0,2655.0,29.0,1336.0,2957.0,211.0,16056.0,20191.0,301.0,105.0,739.0,216.0,743.0,1164.0,355.0,2.0,1.7142857142857142,2.936598831233665,2.5170847124859996,52.0,49.142857142857146,8.839613708880922,8.353920647953398,108.0,109.14285714285714,12.638452491706015,12.772192729713487,163.0,120.42857142857143,27.82956695145021,20.56119626649652,8.0,4.571428571428571,8.62226916568768,4.927010951821531,3.0,3.0,9.010903192863365,9.010903192863365,7.0,6.428571428571429,4.048793748662452,3.7182799732614353,2.0,3.4285714285714284,1.928175463967221,3.305443652515236,15.0,12.0,9.002682799474243,7.202146239579394,12.0,4.571428571428571,36.88789154959884,14.052530114132892,20.0,12.571428571428571,7.3605994472189815,4.626662509680502,1.0,1.7142857142857142,3.471498993265292,5.951141131311929,11.0,15.857142857142858,4.215786972451749,6.077303297949923,35.0,29.428571428571427,10.532112410740348,8.85557206780617,3.0,1.1428571428571428,15.62662777372643,5.953001056657691,70.0,79.0,6.590958523098014,8.85557206780617,92.0,105.0,9.511983548404107,10.856068180243819,2.0,4.714285714285714,4.01010546577375,9.452391455038125,9.0,9.428571428571429,7.910210323703384,8.286887005784497,0.0,1.5714285714285714,0.0,6.382731809214344,9.0,7.285714285714286,23.983371529073175,19.41511028544019,4.0,5.857142857142857,2.585566077373065,3.786007470439131,4.0,7.857142857142857,3.861451133335908,7.584993297624104,16.0,6.571428571428571,30.499428135722457,12.526550841457437,996.0,2139.0,29522.0,38902.0,4105.0,43281.0,7.0,9.285714285714286,2.782005985287163,3.690416102931951,23.0,18.142857142857142,8.09802126610802,6.387880129165954,376.0,330.42857142857144,14.886319591069633,13.08208860719759,182.0,196.57142857142858,7.90967670717551,8.542947526745293,60.0,48.0,10.989574556936986,8.791659645549588,411.0,383.2857142857143,13.239230642859674,12.346491419809698
135,2020-07-17 14:00:00,227.0,5813.0,9376.0,9141.0,479.0,351.0,1248.0,542.0,1583.0,232.0,2661.0,30.0,1351.0,2983.0,215.0,16153.0,20302.0,305.0,106.0,753.0,230.0,751.0,1173.0,366.0,3.0,2.0,4.404898246850498,2.936598831233666,78.0,55.714285714285715,13.259420563321383,9.471014688086703,115.0,113.57142857142857,13.457611449501776,13.290436151992436,143.0,127.42857142857143,24.41489615986123,21.75633104355266,12.0,5.857142857142857,12.93340374853152,6.312732782021336,1.0,2.7142857142857144,3.0036343976211213,8.152721936400187,13.0,6.857142857142857,7.519188390373125,3.9661653048121974,4.0,3.4285714285714284,3.856350927934442,3.305443652515236,16.0,12.428571428571429,9.602861652772527,7.459365748135801,1.0,4.142857142857143,3.07399096246657,12.735105415932933,6.0,12.0,2.208179834165694,4.416359668331389,1.0,1.5714285714285714,3.471498993265292,5.4552127037026015,15.0,15.0,5.748800416979657,5.748800416979657,26.0,30.428571428571427,7.8238549336928305,9.156489565255894,4.0,1.5714285714285714,20.835503698301906,8.185376452904324,97.0,83.57142857142857,9.133185382007248,9.156489565255894,111.0,113.14285714285714,11.476414933400607,11.697967345242317,4.0,4.571428571428571,8.0202109315475,9.165955350339999,14.0,10.571428571428571,12.30477161464971,9.2913581580008,1.0,1.1428571428571428,4.061738424045491,4.641986770337704,14.0,8.571428571428571,37.30746682300272,22.841306218164927,8.0,5.857142857142857,5.17113215474613,3.786007470439131,9.0,7.714285714285714,8.688265050005793,7.447084328576395,11.0,7.428571428571429,20.968356843309188,14.16044877729971,1008.0,2168.0,29912.0,39116.0,4167.0,43695.0,12.0,9.428571428571429,4.769153117635136,3.74719173528475,29.0,19.428571428571427,10.210548552918809,6.840564547768265,390.0,349.0,15.440597448183928,13.817355152349208,214.0,208.71428571428572,9.300389095250326,9.07067320972011,62.0,50.714285714285715,11.355893708834886,9.288807065982452,414.0,403.0,13.335867362880547,12.98153272280401
136,2020-07-18 14:00:00,232.0,5902.0,9517.0,9284.0,483.0,352.0,1256.0,550.0,1593.0,238.0,2701.0,33.0,1380.0,3040.0,218.0,16251.0,20425.0,310.0,107.0,764.0,238.0,773.0,1176.0,383.0,5.0,2.2857142857142856,7.3414970780841635,3.3561129499813327,89.0,61.57142857142857,15.129338847892347,10.466685462988124,141.0,120.28571428571429,16.500201864171743,14.07616005028633,143.0,131.0,24.41489615986123,22.36609368490784,4.0,5.428571428571429,4.31113458284384,5.850825505288069,1.0,2.5714285714285716,3.0036343976211213,7.723631308168597,8.0,6.571428571428571,4.627192855614231,3.8009084171116894,8.0,3.4285714285714284,7.712701855868884,3.305443652515236,10.0,13.0,6.001788532982829,7.802325092877679,6.0,4.142857142857143,18.44394577479942,12.735105415932935,40.0,16.428571428571427,14.721198894437963,6.046206688787021,3.0,1.5714285714285714,10.414496979795876,5.4552127037026015,29.0,16.857142857142858,11.114347472827337,6.460556659081901,57.0,35.285714285714285,17.15229735463428,10.618088838583125,3.0,2.0,15.62662777372643,10.417751849150957,98.0,89.71428571428571,9.22734193233722,10.618088838583125,123.0,118.14285714285714,12.717108439714186,12.214922972872975,5.0,3.2857142857142856,10.025263664434375,6.588030408056875,11.0,10.714285714285714,9.668034840081914,9.41691705202784,1.0,1.2857142857142858,4.061738424045491,5.222235116629918,8.0,7.714285714285714,21.318552470287266,20.557175596348436,22.0,7.571428571428571,14.220613425551857,4.89410721788473,3.0,6.571428571428571,2.8960883500019308,6.343812576194706,17.0,9.571428571428571,32.40564239420511,18.2451936169054,1038.0,2183.0,30379.0,39377.0,4229.0,44196.0,30.0,11.428571428571429,11.92288279408784,4.542050588223939,15.0,19.714285714285715,5.2813182170269695,6.9411610852354455,467.0,371.57142857142856,18.48912566231255,14.710986799533478,261.0,224.28571428571428,11.34299791523521,9.74740379141723,62.0,50.0,11.355893708834886,9.157978797447488,501.0,425.0,16.13833224348588,13.690202002957083
137,2020-07-19 14:00:00,237.0,5955.0,9723.0,9428.0,490.0,360.0,1269.0,553.0,1609.0,245.0,2722.0,34.0,1412.0,3097.0,221.0,16372.0,20589.0,318.0,108.0,773.0,243.0,784.0,1181.0,408.0,5.0,3.0,7.3414970780841635,4.4048982468504985,53.0,63.0,9.009606280205555,10.709531993451886,206.0,132.28571428571428,24.10667790084666,15.480432549364776,144.0,134.14285714285714,24.58562969944068,22.902684809300393,7.0,5.857142857142857,7.544485519976719,6.312732782021336,8.0,3.4285714285714284,24.02907518096897,10.29817507755813,13.0,7.428571428571429,7.519188390373125,4.296679080213214,3.0,3.7142857142857144,2.8922631959508314,3.5808972902248386,16.0,13.142857142857142,9.602861652772527,7.888064929063147,7.0,4.0,21.517936737265995,12.29596384986628,21.0,17.714285714285715,7.7286294195799305,6.519388081822527,1.0,1.1428571428571428,3.471498993265292,3.96742742087462,32.0,19.0,12.264107556223268,7.2818138615075645,57.0,38.857142857142854,17.15229735463428,11.692794186617855,3.0,2.4285714285714284,15.62662777372643,12.650127245397588,121.0,92.14285714285714,11.392942589926568,11.692794186617855,164.0,125.14285714285714,16.956144586285582,12.938660851555897,8.0,4.0,16.040421863095,8.020210931547501,9.0,10.428571428571429,7.910210323703384,9.165799263973764,1.0,1.2857142857142858,4.061738424045491,5.222235116629917,5.0,8.285714285714286,13.324095293929542,22.079929344226098,11.0,8.142857142857142,7.1103067127759285,5.263473800366596,5.0,6.428571428571429,4.8268139166698845,6.205903607146994,25.0,12.428571428571429,47.65535646206634,23.691520069712983,1055.0,2207.0,30884.0,39683.0,4302.0,44802.0,17.0,12.285714285714286,6.756300249983108,4.882704382340734,24.0,20.285714285714285,8.450109147243152,7.142354160169806,505.0,394.7142857142857,19.99359413162278,15.627242032722418,306.0,235.0,13.298687210965419,10.213044099924423,73.0,55.142857142857146,13.370649044273334,10.09994233089923,606.0,453.14285714285717,19.52061744421645,14.596746471724327
138,2020-07-20 14:00:00,239.0,6003.0,9828.0,9505.0,494.0,365.0,1276.0,559.0,1619.0,246.0,2739.0,34.0,1427.0,3128.0,223.0,16433.0,20690.0,331.0,108.0,779.0,257.0,796.0,1189.0,417.0,2.0,3.0,2.936598831233665,4.404898246850499,48.0,63.0,8.15964342358239,10.709531993451886,105.0,133.71428571428572,12.287384366936404,15.647607846874115,77.0,134.14285714285714,13.146482547617584,22.90268480930039,4.0,5.857142857142857,4.31113458284384,6.312732782021336,5.0,4.142857142857143,15.018171988105607,12.443628218716073,7.0,7.857142857142857,4.048793748662452,4.544564411763977,6.0,4.285714285714286,5.784526391901663,4.131804565644044,10.0,13.0,6.001788532982829,7.802325092877679,1.0,4.142857142857143,3.07399096246657,12.735105415932933,17.0,19.142857142857142,6.256509530136134,7.04514518519531,0.0,1.0,0.0,3.4714989932652927,15.0,19.857142857142858,5.748800416979657,7.610316742477832,31.0,39.714285714285715,9.32844242094145,11.950723470146189,2.0,2.5714285714285716,10.417751849150953,13.394252377479802,61.0,93.28571428571429,5.74354957012827,11.950723470146189,101.0,131.0,10.44250367813929,13.544237443923238,13.0,5.857142857142857,26.065685527529375,11.743880292623126,6.0,10.142857142857142,5.2734735491355895,8.914681475919688,0.0,1.0,0.0,4.061738424045491,14.0,9.714285714285714,37.30746682300272,25.886813713920255,12.0,9.714285714285714,7.756698232119194,6.2792319021917296,8.0,7.142857142857143,7.722902266671816,6.89544845238555,9.0,13.571428571428571,17.15592832634388,25.87005065083601,1069.0,2221.0,31167.0,39862.0,4366.0,45137.0,14.0,13.714285714285714,5.564011970574326,5.450460705868727,14.0,19.857142857142858,4.929230335891838,6.991459353969035,283.0,398.2857142857143,11.204330968810389,15.768639445251571,179.0,243.42857142857142,7.7792974207934975,10.579347809283416,64.0,61.57142857142857,11.722212860732785,11.277396747713908,335.0,462.7142857142857,10.791100402330878,14.905063626076638
139,2020-07-21 14:00:00,240.0,6062.0,9994.0,9644.0,495.0,367.0,1296.0,566.0,1642.0,246.0,2785.0,34.0,1452.0,3177.0,224.0,16520.0,20867.0,335.0,110.0,785.0,265.0,816.0,1195.0,428.0,1.0,2.857142857142857,1.4682994156168325,4.195141187476666,59.0,63.285714285714285,10.029561708153354,10.758101299544638,166.0,143.42857142857142,19.42576957058517,16.78439986993762,139.0,136.42857142857142,23.73196200154343,23.292932899767703,1.0,5.285714285714286,1.07778364571096,5.696856413043645,2.0,3.142857142857143,6.0072687952422426,9.439993821094953,20.0,10.285714285714286,11.567982139035577,5.949247957218296,7.0,5.0,6.7486141238852735,4.820438659918052,23.0,15.428571428571429,13.804113625860506,9.25990230803065,0.0,4.142857142857143,0.0,12.735105415932933,46.0,23.714285714285715,16.929378728603655,8.727567915988221,0.0,1.0,0.0,3.4714989932652927,25.0,20.142857142857142,9.581334028299429,7.719817702801253,49.0,40.857142857142854,14.744957375036487,12.294629181517303,1.0,2.7142857142857144,5.2088759245754765,14.138377509562014,87.0,91.0,8.191619878707533,12.294629181517303,177.0,130.14285714285714,18.300229218125292,13.455616479186556,4.0,5.571428571428571,8.0202109315475,11.171008083226875,6.0,9.142857142857142,5.2734735491355895,8.035769217730422,2.0,1.0,8.123476848090982,4.061738424045491,8.0,9.714285714285714,21.318552470287266,25.886813713920255,20.0,11.285714285714286,12.927830386865326,7.294990004016862,6.0,5.571428571428571,5.7921767000038615,5.378449792860729,11.0,13.857142857142858,20.968356843309188,26.41468329611677,1090.0,2247.0,31625.0,40172.0,4411.0,45700.0,21.0,15.142857142857142,8.346017955861488,6.018217029396719,26.0,21.714285714285715,9.154284909513414,7.645336847505709,458.0,414.42857142857144,18.132804182739076,16.40775574988336,310.0,244.85714285714286,13.47252625947477,10.641433183751042,45.0,58.857142857142854,8.242180917702738,10.780249327281044,563.0,476.0,18.135491123917266,15.333026243311933
140,2020-07-22 14:00:00,240.0,6105.0,10153.0,9738.0,503.0,368.0,1311.0,570.0,1659.0,288.0,2797.0,37.0,1472.0,3198.0,221.0,16593.0,20958.0,340.0,110.0,789.0,268.0,818.0,1201.0,435.0,0.0,2.5714285714285716,0.0,3.775627068728999,43.0,60.285714285714285,7.309680566959225,10.24812358557074,159.0,142.85714285714286,18.606610612789414,16.717529750933885,94.0,129.0,16.04895272046822,22.024626605748942,8.0,6.285714285714286,8.62226916568768,6.774640058754605,1.0,3.0,3.0036343976211213,9.010903192863363,15.0,11.857142857142858,8.675986604276682,6.8581608395710925,4.0,4.857142857142857,3.856350927934442,4.6827118410632504,17.0,15.285714285714286,10.20304050607081,9.17416247184518,42.0,9.857142857142858,129.10762042359596,30.30076805859905,12.0,23.142857142857142,4.416359668331388,8.517265074639107,3.0,1.2857142857142858,10.414496979795876,4.463355848483948,20.0,21.0,7.665067222639543,8.048320583771519,21.0,39.42857142857143,6.319267446444209,11.86474704230341,-3.0,1.8571428571428572,-15.62662777372643,9.673626717068746,73.0,86.71428571428571,6.8734281740879295,11.86474704230341,91.0,122.71428571428571,9.408592422877975,12.68756811813529,5.0,5.857142857142857,10.025263664434375,11.743880292623126,4.0,8.428571428571429,3.51564903275706,7.407974747595233,0.0,0.7142857142857143,0.0,2.9012417314610652,3.0,8.714285714285714,7.9944571763577255,23.221994655134345,2.0,11.285714285714286,1.2927830386865324,7.294990004016862,6.0,5.857142857142857,5.7921767000038615,5.654267730956151,7.0,13.714285714285714,13.343499809378574,26.14236697347639,1095.0,2272.0,31977.0,40348.0,4480.0,46089.0,5.0,15.142857142857142,1.9871471323479732,6.018217029396719,25.0,22.285714285714285,8.802197028378284,7.8465299224400695,352.0,404.42857142857144,13.936128978873699,16.01184299480172,176.0,232.57142857142858,7.648918134411483,10.10749896332946,69.0,62.142857142857146,12.638010740477533,11.382059362541877,389.0,459.85714285714283,12.530561362706603,14.813028654628186
141,2020-07-23 14:00:00,244.0,6144.0,10345.0,9842.0,509.0,371.0,1316.0,576.0,1679.0,294.0,2820.0,38.0,1514.0,3242.0,223.0,16654.0,21038.0,341.0,111.0,790.0,274.0,826.0,1206.0,439.0,4.0,2.857142857142857,5.87319766246733,4.195141187476666,39.0,58.42857142857143,6.629710281660691,9.932423095967849,192.0,154.85714285714286,22.468359985255137,18.12180225001233,104.0,120.57142857142857,17.75628811626271,20.585586772150723,6.0,6.0,6.46670187426576,6.46670187426576,3.0,3.0,9.010903192863365,9.010903192863365,5.0,11.571428571428571,2.891995534758894,6.6929039518705835,6.0,5.428571428571429,5.784526391901663,5.233619116482457,20.0,16.0,12.003577065965658,9.602861652772527,6.0,9.0,18.44394577479942,27.66591866219913,23.0,23.571428571428573,8.464689364301828,8.674992205650941,1.0,1.2857142857142858,3.471498993265292,4.463355848483947,42.0,25.428571428571427,16.096641167543037,9.74558546878456,44.0,40.714285714285715,13.240369887787866,12.251640967595913,2.0,1.7142857142857142,10.417751849150953,8.929501584986536,61.0,85.42857142857143,5.74354957012827,12.251640967595913,80.0,121.0,8.271290042090527,12.510326188661923,1.0,5.714285714285714,2.005052732886875,11.457444187925002,1.0,7.285714285714286,0.878912258189265,6.403503595378931,1.0,0.8571428571428571,4.061738424045491,3.481490077753278,6.0,8.285714285714286,15.988914352715451,22.079929344226098,8.0,11.857142857142858,5.17113215474613,7.664356586498728,5.0,6.0,4.8268139166698845,5.7921767000038615,4.0,12.0,7.624857033930614,22.87457110179184,1108.0,2299.0,32403.0,40512.0,4514.0,46557.0,13.0,16.0,5.166582544104731,6.358870823513514,27.0,22.857142857142858,9.506372790648546,8.04772299737443,426.0,411.57142857142856,16.865883366477828,16.294637819860036,164.0,230.0,7.127400988883428,9.995745289287735,34.0,58.42857142857143,6.227425582264291,10.701752366160065,468.0,468.0,15.07532832325627,15.075328323256272
142,2020-07-24 14:00:00,244.0,6229.0,10520.0,10001.0,515.0,374.0,1337.0,583.0,1695.0,303.0,2833.0,41.0,1540.0,3271.0,224.0,16768.0,21210.0,350.0,114.0,805.0,289.0,833.0,1219.0,468.0,0.0,2.4285714285714284,0.0,3.565870009355166,85.0,59.42857142857143,14.449368562593815,10.102415667292481,175.0,163.42857142857142,20.47897394489401,19.124854035068363,159.0,122.85714285714286,27.14663279313241,20.975834862618036,6.0,5.142857142857143,6.46670187426576,5.542887320799223,3.0,3.2857142857142856,9.010903192863365,9.869084449326541,21.0,12.714285714285714,12.146381245987357,7.353931502672617,7.0,5.857142857142857,6.7486141238852735,5.646799573046861,16.0,16.0,9.602861652772527,9.602861652772527,9.0,10.142857142857142,27.665918662199132,31.179051190732356,13.0,24.571428571428573,4.784389640692338,9.043022178011892,3.0,1.5714285714285714,10.414496979795876,5.4552127037026015,26.0,27.0,9.964587389431404,10.347840750563382,29.0,41.142857142857146,8.726607426042003,12.38060560936008,1.0,1.2857142857142858,5.2088759245754765,6.697126188739903,114.0,87.85714285714286,10.733846737616766,12.38060560936008,172.0,129.71428571428572,17.783273590494634,13.411305996818214,9.0,6.428571428571429,18.045474595981872,12.889624711415626,15.0,7.428571428571429,13.183683872838975,6.529062489405967,3.0,1.1428571428571428,12.185215272136475,4.641986770337704,15.0,8.428571428571429,39.97228588178862,22.460617781195513,7.0,11.714285714285714,4.524740635402863,7.572014940878262,13.0,6.571428571428571,12.5497161833417,6.343812576194706,29.0,14.571428571428571,55.280213495996954,27.776264909318662,1118.0,2324.0,32898.0,40811.0,4615.0,47125.0,10.0,15.714285714285714,3.9742942646959465,6.245319558807916,25.0,22.285714285714285,8.802197028378284,7.8465299224400695,495.0,426.57142857142856,19.59768137654114,16.888506952482494,299.0,242.14285714285714,12.994468876074052,10.523470972262553,101.0,64.0,18.499117170843927,11.722212860732785,568.0,490.0,18.296552323952056,15.783997603409343
143,2020-07-25 14:00:00,252.0,6343.0,10793.0,10210.0,528.0,393.0,1355.0,596.0,1719.0,305.0,2870.0,42.0,1579.0,3313.0,228.0,16922.0,21432.0,357.0,114.0,822.0,298.0,864.0,1228.0,491.0,8.0,2.857142857142857,11.74639532493466,4.195141187476666,114.0,63.0,19.379153131008174,10.709531993451886,273.0,182.28571428571428,31.94719935403465,21.331567962191635,209.0,132.28571428571428,35.68330977210487,22.585608235795696,13.0,6.428571428571429,14.01118739424248,6.928609150999029,19.0,5.857142857142857,57.06905355480131,17.59271575749514,18.0,14.142857142857142,10.41118392513202,8.180215941175158,13.0,6.571428571428571,12.533140515786936,6.335433667320869,24.0,18.0,14.404292479158789,10.803219359369091,2.0,9.571428571428571,6.14798192493314,29.42248492646574,37.0,24.142857142857142,13.617108977355114,8.885295047000056,1.0,1.2857142857142858,3.471498993265292,4.463355848483947,39.0,28.428571428571427,14.946881084147106,10.895345552180492,42.0,39.0,12.638534892888417,11.735782400539245,4.0,1.4285714285714286,20.835503698301906,7.441251320822113,154.0,95.85714285714286,14.500108750815631,11.735782400539245,222.0,143.85714285714286,22.952829866801213,14.873551914973502,7.0,6.714285714285714,14.035369130208124,13.462496920811876,17.0,8.285714285714286,14.941508389217505,7.282415853568196,0.0,1.0,0.0,4.061738424045491,9.0,8.571428571428571,23.983371529073175,22.841306218164927,31.0,13.0,20.038137099641254,8.403089751462462,9.0,7.428571428571429,8.688265050005793,7.171266390480971,23.0,15.428571428571429,43.84292794510103,29.410162845160944,1158.0,2361.0,33593.0,41224.0,4718.0,47923.0,40.0,17.142857142857142,15.897177058783786,6.813075882335909,37.0,25.428571428571427,13.027251601999858,8.953091834579054,695.0,459.14285714285717,27.515936478173924,18.178051354748405,413.0,263.85714285714283,17.94888175859058,11.467168664170462,103.0,69.85714285714286,18.865436322741825,12.795004662719492,798.0,532.4285714285714,25.705367525552358,17.15071692941884
144,2020-07-26 14:00:00,256.0,6380.0,10924.0,10353.0,535.0,403.0,1369.0,597.0,1730.0,317.0,2879.0,42.0,1597.0,3327.0,229.0,17020.0,21558.0,366.0,114.0,834.0,308.0,871.0,1239.0,500.0,4.0,2.7142857142857144,5.87319766246733,3.9853841281028326,37.0,60.714285714285715,6.289725139011425,10.320977544709866,131.0,171.57142857142858,15.32997478160637,20.077753230871593,143.0,132.14285714285714,24.41489615986123,22.561217730141493,7.0,6.428571428571429,7.544485519976719,6.928609150999029,10.0,6.142857142857143,30.036343976211214,18.45089701395832,14.0,14.285714285714286,8.097587497324904,8.262844385025412,1.0,6.285714285714286,0.9640877319836105,6.059980029611265,11.0,17.285714285714285,6.601967386281111,10.374520178441747,12.0,10.285714285714286,36.88789154959884,31.618192756799008,9.0,22.428571428571427,3.3122697512485417,8.254386522952714,0.0,1.1428571428571428,0.0,3.9674274208746203,18.0,26.428571428571427,6.898560500375588,10.128838829916537,14.0,32.857142857142854,4.2128449642961385,9.88728920191951,1.0,1.1428571428571428,5.2088759245754765,5.953001056657691,98.0,92.57142857142857,9.22734193233722,9.88728920191951,126.0,138.42857142857142,13.02728181629258,14.312285804974502,9.0,6.857142857142857,18.045474595981872,13.74893302551,12.0,8.714285714285714,10.546947098271179,7.659092535649308,0.0,0.8571428571428571,0.0,3.481490077753278,10.0,9.285714285714286,26.648190587859084,24.744748403012007,7.0,12.428571428571429,4.524740635402863,8.033723168980595,11.0,8.285714285714286,10.618990616673745,7.9987202047672366,9.0,13.142857142857142,17.15592832634388,25.053101682914875,1169.0,2379.0,33950.0,41457.0,4793.0,48356.0,11.0,16.285714285714285,4.371723691165542,6.472422088219113,18.0,24.571428571428573,6.337581860432365,8.651302222177511,357.0,438.0,14.13408535641452,17.340978672575798,233.0,253.42857142857142,10.126124575669747,11.013945430556793,75.0,70.14285714285714,13.736968196171231,12.847335970133475,433.0,507.7142857142857,13.947899923012747,16.35461442638974
145,2020-07-27 14:00:00,260.0,6469.0,11124.0,10579.0,546.0,412.0,1391.0,601.0,1753.0,319.0,2909.0,43.0,1631.0,3373.0,229.0,17164.0,21770.0,370.0,115.0,849.0,317.0,897.0,1249.0,506.0,4.0,3.0,5.87319766246733,4.4048982468504985,89.0,66.57142857142857,15.129338847892347,11.31664831961129,200.0,185.14285714285714,23.404541651307436,21.66591855721031,226.0,153.42857142857142,38.58577994495551,26.19540307261834,11.0,7.428571428571429,11.85562010282056,8.006392796709989,9.0,6.714285714285714,27.03270957859009,20.16725952688467,22.0,16.428571428571427,12.724780352939137,9.502271042779224,4.0,6.0,3.856350927934442,5.784526391901663,23.0,19.142857142857142,13.804113625860506,11.489138048852846,2.0,10.428571428571429,6.14798192493314,32.05733432286566,30.0,24.285714285714285,11.040899170828473,8.937870757337334,1.0,1.2857142857142858,3.471498993265292,4.463355848483948,34.0,29.142857142857142,13.030614278487223,11.169097952989047,46.0,35.0,13.842204882687312,10.532112410740348,0.0,0.8571428571428571,0.0,4.46475079249327,144.0,104.42857142857143,13.558543247515914,10.532112410740348,212.0,154.28571428571428,21.918918611539898,15.95177365260316,4.0,5.571428571428571,8.0202109315475,11.171008083226875,15.0,10.0,13.183683872838975,8.78912258189265,1.0,1.0,4.061738424045491,4.061738424045491,9.0,8.571428571428571,23.983371529073175,22.841306218164927,26.0,14.428571428571429,16.806179502924923,9.326506207667126,10.0,8.571428571428571,9.653627833339769,8.274538142862658,6.0,12.714285714285714,11.43728555089592,24.23615271499374,1200.0,2414.0,34567.0,41843.0,4852.0,49078.0,31.0,18.714285714285715,12.320312220557433,7.4376078382167,35.0,27.571428571428573,12.323075839729597,9.707565865582906,617.0,485.7142857142857,24.427816988537142,19.230048103965334,386.0,283.0,16.77546818115246,12.299112682036647,59.0,69.42857142857143,10.806414980988036,12.716507701598513,722.0,563.0,23.257237285023564,18.135491123917266
