,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
397,2021-04-05 14:00:00,6559.0,39578.0,57222.0,45825.0,3951.0,2151.0,8439.0,5463.0,9895.0,2500.0,18425.0,1914.0,14490.0,17605.0,1244.0,67303.0,78948.0,2739.0,2484.0,5485.0,1975.0,13425.0,7144.0,3424.0,0.0,7.285714285714286,0.0,10.697610028065496,95.0,129.57142857142858,16.149294275840145,22.026180313063175,139.0,253.0,16.26615644765867,29.606745188903908,165.0,226.85714285714286,28.17103403060911,38.732122978880746,7.0,7.571428571428571,7.544485519976719,8.16036188895441,3.0,5.571428571428571,9.010903192863365,16.734534501031963,23.0,35.285714285714285,13.303179459890915,20.409225631012767,16.0,20.428571428571427,15.425403711737768,19.694935096236616,23.0,31.285714285714285,13.804113625860506,18.777024124617707,5.0,5.142857142857143,15.369954812332853,15.809096378399504,41.0,46.857142857142854,15.089228866798914,17.244832990627327,1.0,2.0,3.471498993265292,6.942997986530584,53.0,84.57142857142857,20.31242813999479,32.41228425573292,38.0,65.28571428571429,11.43486490308952,19.645613762074852,4.0,4.0,20.835503698301906,20.835503698301913,91.0,116.0,8.568246080027418,19.645613762074852,108.0,178.14285714285714,11.16624155682221,18.418390504440872,4.0,6.714285714285714,8.0202109315475,13.462496920811878,8.0,12.714285714285714,7.03129806551412,11.17474156840637,1.0,2.142857142857143,4.061738424045491,8.703725194383194,2.0,3.0,5.329638117571816,7.9944571763577255,16.0,38.42857142857143,10.34226430949226,24.839902671905516,9.0,11.142857142857142,8.688265050005793,10.756899585721458,7.0,8.857142857142858,13.343499809378574,16.8836120037035,21898.0,16330.0,183159.0,164676.0,32125.0,219553.0,17.0,47.714285714285715,6.756300249983108,18.963061205834943,31.0,41.0,10.914724315189071,14.435603126540384,513.0,794.5714285714286,20.31032433568809,31.458096339486815,240.0,341.0,10.430342910561112,14.819778885422249,58.0,77.57142857142857,10.623255405039085,14.207949962897104,519.0,828.2857142857143,16.71815256361112,26.68093822290594
398,2021-04-06 14:00:00,6560.0,39658.0,57383.0,45967.0,3953.0,2156.0,8469.0,5473.0,9906.0,2501.0,18479.0,1914.0,14553.0,17641.0,1246.0,67375.0,79087.0,2745.0,2485.0,5499.0,1976.0,13444.0,7156.0,3429.0,1.0,7.142857142857143,1.4682994156168325,10.48785296869166,80.0,126.0,13.59940570597065,21.419063986903772,161.0,253.14285714285714,18.840656029302487,29.623462718654842,142.0,225.28571428571428,24.24416262028178,38.463827416684474,2.0,7.142857142857143,2.15556729142192,7.698454612221143,5.0,5.571428571428571,15.018171988105607,16.734534501031963,30.0,35.57142857142857,17.351973208553364,20.574482518713275,10.0,20.571428571428573,9.640877319836106,19.832661915091414,11.0,30.142857142857142,6.601967386281111,18.091105435133954,1.0,5.142857142857143,3.07399096246657,15.809096378399504,54.0,49.42857142857143,19.87361850749125,18.19119577669834,0.0,1.8571428571428572,0.0,6.447069558921257,63.0,87.0,24.14496175131456,33.343042418482014,36.0,61.285714285714285,10.83302990819007,18.441943772275955,2.0,4.285714285714286,10.417751849150953,22.32375396246633,72.0,112.28571428571429,6.779271623757957,18.441943772275955,139.0,181.0,14.371366448132292,18.71379372022982,6.0,6.285714285714286,12.030316397321249,12.603188606717504,14.0,14.142857142857142,12.30477161464971,12.430330508676748,1.0,1.4285714285714286,4.061738424045491,5.802483462922131,1.0,2.5714285714285716,2.664819058785908,6.852391865449478,19.0,38.857142857142854,12.281438867522057,25.116927608766918,12.0,12.0,11.584353400007723,11.584353400007725,5.0,8.571428571428571,9.531071292413268,16.338979358422744,21918.0,16344.0,183671.0,164941.0,32181.0,220104.0,20.0,47.857142857142854,7.948588529391893,19.019836838187747,14.0,38.714285714285715,4.929230335891838,13.63083082680294,512.0,788.2857142857143,20.27073306017993,31.209236893435502,265.0,342.7142857142857,11.516836963744563,14.8942813347834,56.0,79.14285714285714,10.256936253141188,14.495772153674023,551.0,828.2857142857143,17.748944243833773,26.68093822290594
399,2021-04-07 14:00:00,6588.0,39773.0,57709.0,46254.0,3960.0,2158.0,8503.0,5496.0,9937.0,2505.0,18507.0,1916.0,14652.0,17718.0,1246.0,67505.0,79286.0,2752.0,2486.0,5511.0,1979.0,13484.0,7164.0,3437.0,28.0,8.285714285714286,41.112383637271314,12.165909443682327,115.0,125.57142857142857,19.549145702332808,21.34621002776464,326.0,264.7142857142857,38.14940289163112,30.977582628480487,287.0,232.14285714285714,49.0005258593019,39.63457168808641,7.0,7.571428571428571,7.544485519976719,8.16036188895441,2.0,5.428571428571429,6.0072687952422426,16.305443872800375,34.0,34.714285714285715,19.66556963636048,20.07871185561175,23.0,21.285714285714285,22.174017835623044,20.52129600936542,31.0,30.428571428571427,18.605544452246768,18.262585107504894,4.0,5.285714285714286,12.29596384986628,16.248237944466158,28.0,46.285714285714285,10.304839226106575,17.034530149278215,2.0,1.7142857142857142,6.942997986530584,5.951141131311929,99.0,85.57142857142857,37.94208275206574,32.795537616864905,77.0,64.0,23.170647303628765,19.25871983678235,0.0,3.7142857142857144,0.0,19.347253434137485,130.0,114.42857142857143,12.240351542896311,19.25871983678235,199.0,182.14285714285714,20.574833979700184,18.831955006545396,7.0,6.142857142857143,14.035369130208124,12.316752502019378,12.0,14.571428571428571,10.546947098271179,12.80700719075786,1.0,0.8571428571428571,4.061738424045491,3.4814900777532785,3.0,3.0,7.9944571763577255,7.994457176357725,40.0,34.142857142857146,25.85566077373065,22.069653303291517,8.0,11.714285714285714,7.722902266671816,11.308535461912301,8.0,8.0,15.249714067861229,15.249714067861229,21988.0,16383.0,184609.0,165298.0,32248.0,221115.0,70.0,44.142857142857146,27.820059852871626,17.543670397014964,39.0,38.857142857142854,13.731427364270122,13.681129095536532,938.0,806.7142857142857,37.13661642665775,31.93884754208595,357.0,342.85714285714283,15.515135079459657,14.900489872230164,67.0,79.14285714285714,12.271691588579634,14.495772153674025,1011.0,849.8571428571429,32.56657464703438,27.375802257341743
400,2021-04-08 14:00:00,6592.0,39902.0,57972.0,46503.0,3967.0,2164.0,8537.0,5511.0,9965.0,2515.0,18575.0,1918.0,14738.0,17749.0,1248.0,67613.0,79453.0,2756.0,2487.0,5523.0,1990.0,13529.0,7171.0,3445.0,4.0,8.0,5.87319766246733,11.746395324934662,129.0,120.0,21.929041700877672,20.399108558955977,263.0,256.14285714285717,30.776972271469276,29.97453084342445,249.0,233.42857142857142,42.512651355282834,39.85408623897427,7.0,6.285714285714286,7.544485519976719,6.774640058754605,6.0,5.571428571428571,18.02180638572673,16.734534501031963,34.0,32.285714285714285,19.66556963636048,18.674028310157432,15.0,20.285714285714285,14.461315979754158,19.557208277381815,28.0,28.714285714285715,16.80500789235192,17.233707073279266,10.0,5.571428571428571,30.739909624665707,17.126521076599463,68.0,46.142857142857146,25.026038120544538,16.981954438940935,2.0,1.7142857142857142,6.942997986530584,5.951141131311929,86.0,84.71428571428571,32.95978905735003,32.467034735894636,31.0,58.142857142857146,9.32844242094145,17.496203066005396,2.0,3.5714285714285716,10.417751849150953,18.603128302055275,108.0,111.71428571428571,10.168907435636937,17.496203066005396,167.0,173.0,17.266317962863976,17.886664716020764,4.0,5.285714285714286,8.0202109315475,10.598135873830627,12.0,13.142857142857142,10.546947098271179,11.551418250487481,1.0,1.0,4.061738424045491,4.061738424045491,11.0,3.5714285714285716,29.31300964664499,9.517210924235387,45.0,33.57142857142857,29.08761837044698,21.70028672080965,7.0,11.428571428571429,6.757539483337839,11.03271752381688,8.0,7.428571428571429,15.249714067861229,14.16044877729971,22039.0,16419.0,185401.0,165641.0,32323.0,221926.0,51.0,43.285714285714285,20.268900749949328,17.20301660289817,36.0,36.0,12.67516372086473,12.675163720864727,792.0,784.7142857142857,31.35629020246582,31.067839480906343,343.0,330.85714285714283,14.906698409676924,14.378972726702106,75.0,75.85714285714286,13.736968196171231,13.893962118413189,811.0,825.7142857142857,26.12412664564281,26.598106748602333
401,2021-04-09 14:00:00,6602.0,40112.0,58366.0,46778.0,3977.0,2172.0,8581.0,5539.0,10010.0,2521.0,18652.0,1919.0,14849.0,17834.0,1251.0,67773.0,79706.0,2770.0,2491.0,5545.0,1995.0,13587.0,7183.0,3450.0,10.0,8.0,14.682994156168327,11.746395324934662,210.0,127.85714285714286,35.698439978172956,21.734764476506662,394.0,266.14285714285717,46.10694705307565,31.144757925989826,275.0,240.14285714285714,46.95172338434851,41.000440004722,10.0,7.428571428571429,10.777836457109599,8.006392796709989,8.0,5.714285714285714,24.02907518096897,17.16362512926355,44.0,34.285714285714285,25.449560705878273,19.83082652406099,28.0,20.285714285714285,26.994456495541094,19.557208277381815,45.0,29.571428571428573,27.008048398422726,17.748146090392076,6.0,5.714285714285714,18.44394577479942,17.565662642666116,77.0,52.285714285714285,28.338307871793077,19.242709983443913,1.0,1.8571428571428572,3.471498993265292,6.447069558921257,111.0,84.28571428571429,42.54112308564946,32.302783295409505,85.0,61.285714285714285,25.57798728322656,18.441943772275955,3.0,3.142857142857143,15.62662777372643,16.370752905808647,160.0,117.42857142857143,15.065048052795461,18.441943772275955,253.0,180.57142857142858,26.15795475811129,18.669483237861474,14.0,6.571428571428571,28.07073826041625,13.176060816113752,22.0,13.142857142857142,19.336069680163828,11.551418250487483,4.0,1.4285714285714286,16.246953696181965,5.8024834629221305,5.0,3.7142857142857144,13.324095293929542,9.897899361204802,58.0,37.285714285714285,37.49070812190944,24.101169506941783,12.0,10.714285714285714,11.584353400007723,10.343172678578325,5.0,6.571428571428571,9.531071292413268,12.526550841457437,22108.0,16478.0,186520.0,166131.0,32426.0,223072.0,69.0,47.142857142857146,27.42263042640203,18.735958676423746,59.0,38.42857142857143,20.77318498697275,13.530234289335763,1119.0,814.0,44.30263729363543,32.22729826364543,490.0,350.2857142857143,21.295283442395608,15.223333819461816,103.0,75.57142857142857,18.865436322741825,13.841630810999204,1146.0,852.7142857142857,36.91522704797369,27.46783722879019
402,2021-04-10 14:00:00,6620.0,40271.0,58697.0,47071.0,3984.0,2175.0,8622.0,5587.0,10042.0,2546.0,18680.0,1922.0,14950.0,17891.0,1254.0,67911.0,79901.0,2780.0,2495.0,5555.0,2000.0,13632.0,7207.0,3454.0,18.0,9.0,26.429389481102987,13.214694740551494,159.0,132.28571428571428,27.028818840616662,22.487588720944323,331.0,280.2857142857143,38.73451643291381,32.79979337133228,293.0,250.42857142857142,50.0249270967786,42.75655641182491,7.0,7.428571428571429,7.544485519976719,8.006392796709987,3.0,5.285714285714286,9.010903192863365,15.876353244568785,41.0,35.857142857142854,23.714363385022935,20.739739406413783,48.0,23.428571428571427,46.2762111352133,22.587198292187445,32.0,30.857142857142858,19.205723305545053,18.5198046160613,25.0,8.142857142857142,76.84977406166426,25.031069265799214,28.0,47.57142857142857,10.304839226106575,17.50771154231372,3.0,1.7142857142857142,10.414496979795876,5.951141131311929,101.0,88.57142857142857,38.708589474329685,33.94529770026083,57.0,60.142857142857146,17.15229735463428,18.09803806090484,3.0,3.142857142857143,15.62662777372643,16.370752905808644,138.0,121.42857142857143,12.993603945536083,18.09803806090484,195.0,181.14285714285714,20.16126947759566,18.728563881019266,10.0,7.142857142857143,20.05052732886875,14.321805234906252,10.0,13.285714285714286,8.789122581892649,11.67697714451452,4.0,2.0,16.246953696181965,8.123476848090982,5.0,4.142857142857143,13.324095293929542,11.039964672113049,45.0,38.42857142857143,29.08761837044698,24.839902671905516,24.0,11.428571428571429,23.168706800015446,11.03271752381688,4.0,6.428571428571429,7.624857033930614,12.254234518817057,22174.0,16521.0,187502.0,166492.0,32558.0,224097.0,66.0,49.142857142857146,26.230342146993248,19.530817529362935,43.0,40.285714285714285,15.139778888810648,14.184111782872435,982.0,847.5714285714286,38.87863254901696,33.556433941419506,361.0,350.14285714285717,15.68897412796901,15.217125282015052,132.0,82.42857142857143,24.17706402526137,15.09758218893486,1025.0,884.0,33.01754600713179,28.47562016615073
403,2021-04-11 14:00:00,6632.0,40427.0,58992.0,47368.0,3994.0,2181.0,8655.0,5613.0,10079.0,2553.0,18742.0,1923.0,15044.0,17933.0,1258.0,68042.0,80109.0,2788.0,2496.0,5564.0,2004.0,13661.0,7212.0,3460.0,12.0,10.428571428571429,17.61959298740199,15.312265334289824,156.0,134.85714285714286,26.518841126642766,22.924712475779096,295.0,272.7142857142857,34.521698935678465,31.913764294532786,297.0,244.0,50.7078612550964,41.65898365738559,10.0,7.142857142857143,10.777836457109599,7.698454612221142,6.0,4.714285714285714,18.02180638572673,14.159990731642429,33.0,34.142857142857146,19.087170529408702,19.748198080210734,26.0,23.714285714285715,25.066281031573872,22.862651929897048,37.0,29.571428571428573,22.206617572036468,17.74814609039208,7.0,8.285714285714286,21.517936737265995,25.470210831865867,62.0,51.142857142857146,22.817858286378844,18.822104300745682,1.0,1.4285714285714286,3.471498993265292,4.959284276093274,94.0,86.71428571428571,36.02581594640585,33.23354145815859,42.0,52.285714285714285,12.638534892888417,15.733686295228436,4.0,2.5714285714285716,20.835503698301906,13.3942523774798,131.0,118.57142857142857,12.334508093226283,15.733686295228436,208.0,181.28571428571428,21.505354109435373,18.743334041808712,8.0,7.571428571428571,16.040421863095,15.181113549000628,9.0,12.428571428571429,7.910210323703384,10.923623780352292,1.0,1.8571428571428572,4.061738424045491,7.543228501798771,4.0,4.428571428571429,10.659276235143633,11.801341546051878,29.0,36.0,18.74535406095472,23.270094696357585,5.0,11.0,4.8268139166698845,10.618990616673747,6.0,6.142857142857143,11.43728555089592,11.7096018735363,22216.0,16569.0,188419.0,166893.0,32633.0,225059.0,42.0,47.857142857142854,16.692035911722975,19.019836838187747,48.0,38.57142857142857,16.900218294486304,13.580532558069352,917.0,824.7142857142857,36.30519964098631,32.6514905012329,401.0,351.0,17.427364613062526,15.25437650669563,75.0,80.85714285714286,13.736968196171231,14.809759998157938,962.0,860.7142857142857,30.988174886693447,27.72553514884586
404,2021-04-12 14:00:00,6636.0,40489.0,59201.0,47579.0,4003.0,2186.0,8669.0,5636.0,10094.0,2557.0,18791.0,1923.0,15107.0,17967.0,1261.0,68144.0,80228.0,2791.0,2501.0,5578.0,2011.0,13678.0,7223.0,3462.0,4.0,11.0,5.87319766246733,16.151293571785157,62.0,130.14285714285714,10.539539422127254,22.12331892524868,209.0,282.7142857142857,24.45774602561627,33.08399137709815,211.0,250.57142857142858,36.02477685126377,42.78094691747911,9.0,7.428571428571429,9.70005281139864,8.006392796709989,5.0,5.0,15.018171988105607,15.018171988105607,14.0,32.857142857142854,8.097587497324904,19.004542085558448,23.0,24.714285714285715,22.174017835623044,23.826739661880662,15.0,28.428571428571427,9.002682799474243,17.062227400908323,4.0,8.142857142857142,12.29596384986628,25.031069265799214,49.0,52.285714285714285,18.033468645686504,19.24270998344391,0.0,1.2857142857142858,0.0,4.463355848483947,63.0,88.14285714285714,24.14496175131456,33.7810462597757,34.0,51.714285714285715,10.231194913290622,15.561733439542879,3.0,2.4285714285714284,15.62662777372643,12.650127245397588,102.0,120.14285714285714,9.603968133657105,15.561733439542879,119.0,182.85714285714286,12.303543937609659,18.905805810492634,3.0,7.428571428571429,6.015158198660624,14.894677444302502,14.0,13.285714285714286,12.30477161464971,11.67697714451452,5.0,2.4285714285714284,20.308692120227455,9.864221886967622,7.0,5.142857142857143,18.65373341150136,13.704783730898956,17.0,36.142857142857146,10.988655828835526,23.36243634197805,11.0,11.285714285714286,10.618990616673745,10.894808554769169,2.0,5.428571428571429,3.812428516965307,10.348020260334406,22237.0,16598.0,189012.0,167163.0,32705.0,225718.0,21.0,48.42857142857143,8.346017955861488,19.24693936759894,29.0,38.285714285714285,10.210548552918809,13.479936020602171,593.0,836.1428571428571,23.477626376341203,33.1039622213262,270.0,355.2857142857143,11.734135774381253,15.440632630098506,72.0,82.85714285714286,13.187489468324383,15.176079150055838,659.0,880.7142857142857,21.22786616458522,28.369779948985013
405,2021-04-13 14:00:00,6643.0,40587.0,59421.0,47749.0,4009.0,2189.0,8700.0,5651.0,10125.0,2562.0,18847.0,1923.0,15138.0,18059.0,1264.0,68260.0,80370.0,2796.0,2505.0,5596.0,2013.0,13683.0,7237.0,3472.0,7.0,11.857142857142858,10.278095909317829,17.40983592802816,98.0,132.71428571428572,16.659271989814044,22.56044268008345,220.0,291.14285714285717,25.74499581643818,34.070325632403254,170.0,254.57142857142858,29.024701728506354,43.46388107579691,6.0,8.0,6.46670187426576,8.62226916568768,3.0,4.714285714285714,9.010903192863365,14.159990731642429,31.0,33.0,17.930372315505146,19.087170529408702,15.0,25.428571428571427,14.461315979754158,24.51537375615467,31.0,31.285714285714285,18.605544452246768,18.777024124617704,5.0,8.714285714285714,15.369954812332853,26.78763553006583,56.0,52.57142857142857,20.60967845221315,19.34786140411847,0.0,1.2857142857142858,0.0,4.463355848483947,31.0,83.57142857142857,11.88085419509129,32.02903089460094,92.0,59.714285714285715,27.684409765374625,17.969073419140674,3.0,2.5714285714285716,15.62662777372643,13.394252377479802,116.0,126.42857142857143,10.922159838276709,17.969073419140674,142.0,183.28571428571428,14.681539824710685,18.950116292860976,5.0,7.285714285714286,10.025263664434375,14.608241339604378,18.0,13.857142857142858,15.820420647406769,12.17921272062267,4.0,2.857142857142857,16.246953696181965,11.604966925844261,2.0,5.285714285714286,5.329638117571816,14.085472167868373,5.0,34.142857142857146,3.2319575967163314,22.069653303291517,14.0,11.571428571428571,13.515078966675677,11.170626492864589,10.0,6.142857142857143,19.062142584826535,11.7096018735363,22249.0,16639.0,189654.0,167477.0,32780.0,226388.0,12.0,47.285714285714285,4.769153117635136,18.79273430877655,41.0,42.142857142857146,14.435603126540384,14.837989276409106,642.0,854.7142857142857,25.417598876241236,33.83922876647781,314.0,362.2857142857143,13.646365307984123,15.74485096498987,75.0,85.57142857142857,13.736968196171231,15.673226570488703,670.0,897.7142857142857,21.582200804661756,28.9173880291033
406,2021-04-14 14:00:00,6652.0,40740.0,59751.0,48045.0,4016.0,2191.0,8725.0,5669.0,10150.0,2566.0,18903.0,1926.0,15225.0,18156.0,1265.0,68377.0,80598.0,2805.0,2506.0,5612.0,2018.0,13732.0,7248.0,3475.0,9.0,9.142857142857142,13.214694740551494,13.424451799925325,153.0,138.14285714285714,26.008863412668866,23.483259495845747,330.0,291.7142857142857,38.61749372465727,34.13719575140699,296.0,255.85714285714286,50.537127715516945,43.68339562668478,7.0,8.0,7.544485519976719,8.62226916568768,2.0,4.714285714285714,6.0072687952422426,14.159990731642429,25.0,31.714285714285715,14.459977673794471,18.343514534756416,18.0,24.714285714285715,17.35357917570499,23.82673966188066,25.0,30.428571428571427,15.004471332457072,18.262585107504894,4.0,8.714285714285714,12.29596384986628,26.787635530065824,56.0,56.57142857142857,20.60967845221315,20.81998129356226,3.0,1.4285714285714286,10.414496979795876,4.959284276093274,87.0,81.85714285714286,33.34304241848201,31.372025132660415,97.0,62.57142857142857,29.18899725262325,18.828837697568456,1.0,2.7142857142857144,5.2088759245754765,14.13837750956201,117.0,124.57142857142857,11.01631638860668,18.828837697568456,228.0,187.42857142857142,23.573176619958,19.37845095575495,9.0,7.571428571428571,18.045474595981872,15.181113549000628,16.0,14.428571428571429,14.06259613102824,12.681448296730823,1.0,2.857142857142857,4.061738424045491,11.604966925844261,5.0,5.571428571428571,13.324095293929542,14.846849041807204,49.0,35.42857142857143,31.67318444782004,22.900728113875715,11.0,12.0,10.618990616673745,11.584353400007723,3.0,5.428571428571429,5.71864277544796,10.348020260334405,22310.0,16672.0,190642.0,167878.0,32849.0,227444.0,61.0,46.0,24.243195014645273,18.281753617601357,33.0,41.285714285714285,11.618900077459335,14.536199664007567,988.0,861.8571428571429,39.116180202065955,34.12202359153613,401.0,368.57142857142856,17.427364613062526,16.018026612647425,69.0,85.85714285714286,12.638010740477533,15.725557877902686,1056.0,904.1428571428571,34.016125447347484,29.12446671486231
407,2021-04-15 14:00:00,6666.0,40905.0,60053.0,48311.0,4026.0,2200.0,8764.0,5689.0,10184.0,2575.0,18946.0,1927.0,15304.0,18192.0,1266.0,68487.0,80817.0,2811.0,2509.0,5632.0,2020.0,13761.0,7268.0,3482.0,14.0,10.571428571428571,20.556191818635657,15.522022393663658,165.0,143.28571428571428,28.048774268564465,24.357507005515288,302.0,297.2857142857143,35.34085789347423,34.78917941169341,266.0,258.2857142857143,45.41512152813347,44.09803422280629,10.0,8.428571428571429,10.777836457109599,9.084176442420949,9.0,5.142857142857143,27.03270957859009,15.447262616337195,39.0,32.42857142857143,22.557565171119375,18.756656754007686,20.0,25.428571428571427,19.28175463967221,24.51537375615467,34.0,31.285714285714285,20.40608101214162,18.777024124617707,9.0,8.571428571428571,27.665918662199132,26.348493963999175,43.0,53.0,15.825288811520812,19.5055885351303,1.0,1.2857142857142858,3.471498993265292,4.463355848483947,79.0,80.85714285714286,30.277015529426194,30.988771771528434,36.0,63.285714285714285,10.83302990819007,19.043778767175404,1.0,2.5714285714285716,5.2088759245754765,13.3942523774798,110.0,124.85714285714286,10.357220536296879,19.043778767175404,219.0,194.85714285714286,22.64265649022282,20.14649931680621,6.0,7.857142857142857,12.030316397321249,15.75398575839688,20.0,15.571428571428571,17.578245163785297,13.685919448947127,3.0,3.142857142857143,12.185215272136475,12.765463618428686,2.0,4.285714285714286,5.329638117571816,11.420653109082464,29.0,33.142857142857146,18.74535406095472,21.423261783948252,20.0,13.857142857142858,19.307255666679538,13.377169997627965,7.0,5.285714285714286,13.343499809378574,10.075703937694026,22354.0,16719.0,191529.0,168250.0,32943.0,228366.0,44.0,45.0,17.486894764662168,17.88432419113176,47.0,42.857142857142854,16.548130413351174,15.089480620077058,887.0,875.4285714285714,35.1174613757414,34.659333759146925,372.0,372.7142857142857,16.167031511369725,16.19807419860354,94.0,88.57142857142857,17.21700013920128,16.222705298335548,922.0,920.0,29.699685286415132,29.635260806401217
408,2021-04-16 14:00:00,6685.0,41045.0,60389.0,48579.0,4035.0,2209.0,8795.0,5732.0,10214.0,2582.0,19002.0,1936.0,15395.0,18249.0,1270.0,68623.0,81035.0,2817.0,2514.0,5649.0,2025.0,13801.0,7288.0,3490.0,19.0,11.857142857142858,27.89768889671982,17.40983592802816,140.0,133.28571428571428,23.798959985448636,22.657581292268954,336.0,289.0,39.319629974196495,33.81956268613924,268.0,257.2857142857143,45.75658860729237,43.927300683226846,9.0,8.285714285714286,9.70005281139864,8.930207350176525,9.0,5.285714285714286,27.03270957859009,15.876353244568785,31.0,30.571428571428573,17.930372315505146,17.682486983954384,43.0,27.571428571428573,41.45577247529525,26.58127603897669,30.0,29.142857142857142,18.005365598948487,17.490926581835673,7.0,8.714285714285714,21.517936737265995,26.787635530065824,56.0,50.0,20.60967845221315,18.40149861804745,9.0,2.4285714285714284,31.243490939387627,8.430783269358566,91.0,78.0,34.87605586300992,29.893762168294213,57.0,59.285714285714285,17.15229735463428,17.840108777376507,4.0,2.7142857142857144,20.835503698301906,14.13837750956201,136.0,121.42857142857143,12.805290844876142,17.840108777376507,218.0,189.85714285714286,22.539265364696686,19.629543689175556,6.0,6.714285714285714,12.030316397321249,13.462496920811878,17.0,14.857142857142858,14.941508389217505,13.058124978811936,5.0,3.2857142857142856,20.308692120227455,13.3457119647209,5.0,4.285714285714286,13.324095293929542,11.420653109082464,40.0,30.571428571428573,25.85566077373065,19.761112162779852,20.0,15.0,19.307255666679538,14.480441750009652,8.0,5.714285714285714,15.249714067861229,10.892652905615163,22422.0,16763.0,192452.0,168660.0,33062.0,229379.0,68.0,44.857142857142854,27.025200999932434,17.82754855877896,44.0,40.714285714285715,15.491866769945776,14.335006589073204,923.0,847.4285714285714,36.5427472940353,33.55077804491834,410.0,361.2857142857143,17.818502472208568,15.701391202862533,119.0,90.85714285714286,21.795989537925024,16.641355757647435,1013.0,901.0,32.6309991270483,29.02322824626902
